InvoiceNo,Category,Product,Quantity,UnitPrice,InvoiceDate,CustomerID,Country
19766,Groceries,Butter,9,180.26,2022-04-27 03:00:00,1594.0,UK
10249,Home Decor,Lamp,7,329.63,2022-04-03 02:00:00,1538.0,UK
18865,Books,Textbook,7,270.95,2022-11-05 07:00:00,1728.0,Germany
10770,Clothing,Shoes,3,340.18,2022-09-22 02:00:00,1359.0,USA
14363,Groceries,Bread,3,342.92,2022-12-30 21:00:00,1485.0,USA
11077,Electronics,Smartphone,1,316.22,2022-01-15 22:00:00,1371.0,USA
18427,Groceries,Milk,3,136.72,2022-02-05 09:00:00,1214.0,Australia
18580,Groceries,Eggs,3,24.31,2022-11-09 10:00:00,1732.0,France
17901,Groceries,Bread,4,230.51,2022-07-08 10:00:00,1014.0,USA
14858,Groceries,Rice,4,446.03,2022-04-17 00:00:00,1954.0,Germany
16544,Clothing,Jacket,3,286.9,2022-03-18 07:00:00,1258.0,Germany
14719,Home Decor,Table,8,417.03,2022-03-03 08:00:00,1777.0,USA
12814,Books,Fiction,8,495.85,2022-01-14 17:00:00,1462.0,UK
13374,Groceries,Butter,1,85.99,2022-09-01 19:00:00,1119.0,Germany
11252,Groceries,Eggs,7,347.43,2022-10-21 00:00:00,1975.0,UK
16996,Groceries,Milk,2,338.78,2022-08-08 10:00:00,1912.0,France
14673,Home Decor,Sofa,1,490.08,2022-07-01 10:00:00,1127.0,Australia
14530,Electronics,Keyboard,3,492.87,2022-09-26 03:00:00,1722.0,Germany
16881,Electronics,Smartphone,4,344.91,2022-11-29 10:00:00,1522.0,UK
16949,Clothing,,6,125.59,2022-06-26 14:00:00,,USA
19521,Electronics,Keyboard,5,400.29,2022-09-12 16:00:00,1644.0,France
16241,Groceries,Milk,4,57.98,2022-07-16 18:00:00,1324.0,Canada
18017,Groceries,Bread,8,391.45,2022-02-27 20:00:00,1319.0,Canada
16941,Groceries,Bread,4,455.55,2022-06-24 09:00:00,1505.0,USA
19550,Clothing,Jeans,2,194.5,2022-05-15 19:00:00,1525.0,France
17002,Groceries,Rice,3,317.16,2022-07-10 16:00:00,1049.0,France
11331,Electronics,Keyboard,6,217.92,2022-02-15 20:00:00,1921.0,France
14261,Home Decor,Curtains,8,221.69,2022-12-29 20:00:00,1583.0,France
17648,Home Decor,Sofa,8,158.63,2022-04-16 12:00:00,1068.0,Canada
19550,Books,Biography,9,382.25,2022-11-20 18:00:00,1390.0,UK
15115,Electronics,Headphones,7,468.41,2022-06-02 22:00:00,1382.0,France
14637,Groceries,Eggs,2,470.67,2022-02-02 13:00:00,1015.0,UK
14854,Home Decor,Sofa,8,91.52,2022-05-27 19:00:00,1438.0,France
13177,Electronics,Headphones,7,438.0,2022-09-13 11:00:00,1845.0,Germany
17730,Home Decor,Curtains,8,370.03,2022-07-19 06:00:00,1868.0,Australia
12180,Groceries,Eggs,3,130.15,2022-07-28 03:00:00,1567.0,Germany
14892,Home Decor,Sofa,-1,38.31,2022-03-04 13:00:00,1616.0,Australia
17043,Books,Biography,9,137.66,2022-05-09 08:00:00,1131.0,Germany
10137,Books,Comics,3,456.54,2022-01-21 22:00:00,1995.0,France
16327,Home Decor,Chair,6,318.42,2022-06-11 21:00:00,1559.0,UK
13472,Electronics,Smartphone,2,361.92,2022-11-30 17:00:00,1247.0,Australia
15449,Electronics,Charger,2,132.29,2022-01-26 23:00:00,1272.0,Canada
12832,Electronics,Headphones,5,361.1,2022-02-13 18:00:00,1622.0,USA
13579,Home Decor,Lamp,5,18.92,2022-11-04 17:00:00,1931.0,Australia
15971,Electronics,Charger,7,190.78,2022-09-11 09:00:00,1837.0,Australia
14164,Groceries,Bread,2,315.24,2022-08-17 12:00:00,1847.0,Canada
17941,Books,Non-Fiction,7,77.32,2022-06-07 04:00:00,1348.0,France
15569,Groceries,Eggs,5,412.39,2022-06-13 04:00:00,1483.0,Germany
14300,Electronics,Laptop,6,121.34,2022-06-17 10:00:00,1549.0,Germany
16269,Groceries,Bread,8,327.88,2022-02-25 09:00:00,1356.0,UK
13818,Electronics,Keyboard,4,205.57,2022-06-21 10:00:00,1751.0,France
11906,Home Decor,Sofa,7,300.04,2022-05-21 07:00:00,1317.0,Canada
16254,Groceries,Eggs,6,58.19,2022-12-04 07:00:00,1632.0,France
10760,Home Decor,Sofa,2,13.37,2022-08-03 05:00:00,1047.0,France
17830,Home Decor,Curtains,8,455.23,2022-06-14 15:00:00,1009.0,Germany
17350,Clothing,T-Shirt,9,138.47,2022-07-31 20:00:00,1232.0,Canada
16238,Electronics,Keyboard,5,410.74,2022-03-07 13:00:00,1035.0,USA
16090,Books,Biography,4,499.68,2022-04-20 18:00:00,1412.0,Australia
16031,Electronics,Laptop,6,109.66,2022-04-26 08:00:00,1461.0,Germany
17687,Books,Non-Fiction,8,136.26,2022-08-09 22:00:00,1003.0,Canada
19091,Electronics,Keyboard,3,333.12,2022-09-18 10:00:00,1043.0,UK
19911,Home Decor,Lamp,1,482.9,2022-02-20 11:00:00,1567.0,Australia
18472,Groceries,Bread,4,458.33,2022-09-06 03:00:00,,Australia
11887,Groceries,Eggs,4,253.92,2022-02-18 08:00:00,1254.0,Germany
13266,Clothing,Shoes,1,398.58,2022-09-07 01:00:00,1739.0,UK
10666,Books,Fiction,9,72.19,2022-10-21 09:00:00,1113.0,Germany
14188,Books,Biography,3,488.83,2022-04-10 07:00:00,1748.0,France
10671,Books,,5,482.35,2022-09-02 20:00:00,1396.0,Canada
16777,Home Decor,Lamp,6,86.05,2022-05-28 12:00:00,1173.0,UK
17570,Books,Fiction,8,153.21,2022-07-13 03:00:00,1254.0,Australia
17956,Groceries,Eggs,6,54.58,2022-02-15 15:00:00,1465.0,Germany
15124,Home Decor,Lamp,3,139.5,2022-09-03 21:00:00,1928.0,Australia
15585,Electronics,Headphones,6,408.9,2022-12-09 07:00:00,1276.0,UK
14777,Books,Fiction,1,192.27,2022-02-14 23:00:00,1463.0,Australia
13900,Books,Textbook,4,48.76,2022-12-15 18:00:00,1846.0,Germany
16677,Electronics,Smartphone,-1,174.4,2022-04-29 15:00:00,1501.0,Germany
16981,Books,Fiction,7,490.78,2022-03-23 16:00:00,1440.0,USA
16376,Electronics,Headphones,3,316.69,2022-03-03 09:00:00,1068.0,Australia
10523,Home Decor,Curtains,9,211.0,2022-07-23 16:00:00,1508.0,USA
12393,Groceries,Bread,7,87.44,2022-07-27 11:00:00,1325.0,USA
12593,Electronics,Headphones,1,493.16,2022-02-20 12:00:00,1741.0,Australia
19945,Clothing,Jacket,2,411.32,2022-08-26 09:00:00,1066.0,UK
17240,Electronics,Charger,1,144.33,2022-01-18 11:00:00,1303.0,France
16937,Books,Comics,9,39.68,2022-06-02 11:00:00,1971.0,Germany
16190,Home Decor,Table,9,33.03,2022-08-09 03:00:00,1483.0,Canada
15240,Home Decor,Lamp,7,64.59,2022-02-25 20:00:00,1928.0,USA
16493,Electronics,Charger,3,292.48,2022-08-03 01:00:00,1547.0,UK
12878,Groceries,Rice,5,464.74,2022-08-05 05:00:00,1416.0,Australia
14143,Clothing,T-Shirt,4,250.89,2022-02-26 17:00:00,,UK
13644,Home Decor,Lamp,7,422.26,2022-01-25 15:00:00,1148.0,UK
14432,Books,Non-Fiction,9,225.71,2022-01-22 22:00:00,1026.0,Australia
11276,Books,Textbook,2,355.75,2022-11-24 07:00:00,1986.0,Canada
15811,Groceries,Rice,8,367.28,2022-02-23 20:00:00,1583.0,Australia
10302,Home Decor,,9,91.11,2022-03-10 22:00:00,1247.0,Canada
10638,Electronics,Laptop,9,183.8,2022-01-08 19:00:00,1100.0,Australia
10055,Books,Fiction,7,320.46,2022-04-25 22:00:00,1701.0,USA
18717,Groceries,Rice,9,39.99,2022-12-30 08:00:00,1095.0,Canada
18150,Home Decor,Curtains,9,183.96,2022-12-26 09:00:00,1383.0,USA
12125,Home Decor,Chair,3,269.73,2022-09-25 23:00:00,1281.0,Canada
10364,Home Decor,Table,4,498.13,2022-09-09 13:00:00,1321.0,Canada
16809,Home Decor,Curtains,2,239.89,2022-12-20 22:00:00,1395.0,Australia
14621,Home Decor,Curtains,3,408.95,2022-06-24 06:00:00,1277.0,Canada
15126,Books,Textbook,5,218.87,2022-10-18 13:00:00,1528.0,USA
15122,Groceries,Eggs,5,399.21,2022-01-19 05:00:00,1262.0,Australia
11646,Home Decor,Table,6,299.73,2022-02-04 16:00:00,1618.0,Germany
10918,Clothing,Cap,7,443.86,2022-08-30 10:00:00,1579.0,USA
12797,Clothing,Cap,7,208.42,2022-05-29 22:00:00,1639.0,Germany
16506,Groceries,Eggs,1,304.13,2022-06-07 17:00:00,1292.0,UK
15870,Electronics,Smartphone,2,316.86,2022-08-06 12:00:00,1293.0,Australia
11531,Electronics,Laptop,9,211.6,2022-11-19 22:00:00,1607.0,UK
18172,Electronics,Keyboard,2,76.43,2022-10-12 02:00:00,1394.0,Australia
13345,Clothing,Jeans,6,51.31,2022-01-29 12:00:00,1512.0,Australia
17673,Electronics,Keyboard,1,13.25,2022-06-26 09:00:00,1920.0,USA
16949,Books,Biography,3,437.4,2022-01-25 01:00:00,1809.0,Germany
16882,Home Decor,Chair,2,122.06,2022-11-30 15:00:00,1179.0,Australia
11906,Clothing,T-Shirt,3,109.7,2022-01-10 11:00:00,1919.0,Germany
13086,Groceries,Bread,5,369.34,2022-04-08 00:00:00,1692.0,Australia
18152,Groceries,Eggs,6,163.41,2022-04-24 19:00:00,1234.0,Germany
15750,Home Decor,Table,9,255.49,2022-01-18 22:00:00,1951.0,UK
18905,Clothing,Jeans,4,85.44,2022-03-13 05:00:00,1830.0,USA
11062,Electronics,Charger,7,480.07,2022-08-29 22:00:00,1336.0,Australia
11976,Electronics,Keyboard,6,426.53,2022-02-21 10:00:00,1007.0,France
11296,Books,Non-Fiction,2,432.58,2022-12-20 21:00:00,1442.0,Germany
16229,Books,Fiction,8,206.35,2022-08-05 21:00:00,1940.0,Germany
17641,Electronics,Headphones,7,382.37,2022-03-01 04:00:00,1538.0,France
10125,Groceries,Eggs,7,76.22,2022-02-02 00:00:00,1819.0,USA
14632,Groceries,Rice,8,9.27,2022-09-09 10:00:00,1657.0,Germany
16288,Books,Non-Fiction,1,14.89,2022-12-26 19:00:00,1090.0,USA
13596,Home Decor,Lamp,1,295.37,2022-05-10 08:00:00,1853.0,Germany
16168,Electronics,Headphones,8,230.42,2022-07-01 11:00:00,1271.0,Canada
19795,Books,Comics,4,261.42,2022-05-18 17:00:00,1833.0,Germany
17561,Books,Fiction,5,8.69,2022-03-06 02:00:00,1004.0,Canada
18258,Electronics,Smartphone,8,214.23,2022-02-25 11:00:00,1593.0,Australia
10232,Electronics,Smartphone,5,360.44,2022-12-07 08:00:00,1898.0,USA
19361,Groceries,Eggs,4,224.13,2022-10-17 03:00:00,1218.0,Germany
16371,Home Decor,Curtains,-1,367.45,2022-12-11 05:00:00,1117.0,UK
14206,Home Decor,Table,5,120.34,2022-08-20 14:00:00,1592.0,UK
19685,Electronics,Keyboard,7,407.51,2022-09-05 16:00:00,1975.0,France
17943,Clothing,Cap,7,296.27,2022-10-24 22:00:00,1581.0,UK
16891,Books,Comics,4,109.33,2022-01-21 00:00:00,1114.0,Canada
16738,Books,Textbook,-1,122.18,2022-08-08 07:00:00,1262.0,UK
12472,Electronics,Keyboard,3,315.88,2022-06-20 14:00:00,1305.0,UK
12739,Clothing,T-Shirt,4,415.82,2022-09-14 23:00:00,1653.0,UK
15401,Groceries,Rice,4,210.74,2022-04-27 09:00:00,1421.0,Germany
11761,Electronics,Headphones,3,132.86,2022-05-01 12:00:00,1999.0,France
10876,Electronics,Headphones,5,434.17,2022-02-19 22:00:00,1206.0,USA
13812,Books,Biography,5,336.29,2022-11-30 19:00:00,1622.0,France
19504,Electronics,Laptop,7,226.8,2022-04-09 20:00:00,1302.0,Canada
11460,Electronics,Headphones,4,246.51,2022-03-20 20:00:00,1111.0,Germany
11733,Electronics,Headphones,4,106.11,2022-08-30 06:00:00,1416.0,Australia
11605,Books,Biography,9,315.27,2022-03-20 11:00:00,1554.0,Germany
15622,Groceries,Rice,6,182.58,2022-08-16 19:00:00,1858.0,UK
16767,Groceries,Milk,4,497.84,2022-02-03 05:00:00,1284.0,UK
16986,Electronics,Laptop,2,242.69,2022-12-09 01:00:00,1639.0,Canada
13517,Books,Textbook,6,245.51,2022-12-10 03:00:00,1184.0,Australia
13735,Groceries,Bread,2,285.1,2022-01-07 10:00:00,1740.0,Germany
19352,Groceries,Butter,5,458.79,2022-07-26 18:00:00,1900.0,Australia
18434,Groceries,Butter,6,401.4,2022-06-20 00:00:00,1220.0,USA
12590,Books,Fiction,4,228.31,2022-12-02 10:00:00,,France
11063,Books,Non-Fiction,3,360.76,2022-09-05 19:00:00,1443.0,Germany
14324,Electronics,Headphones,7,295.19,2022-06-30 00:00:00,1116.0,Australia
19111,Home Decor,Chair,2,248.72,2022-03-20 20:00:00,1069.0,USA
15342,Groceries,Milk,6,100.2,2022-05-23 16:00:00,1897.0,USA
10005,Home Decor,Table,4,234.65,2022-03-25 23:00:00,1069.0,France
17489,Books,Non-Fiction,6,126.68,2022-10-06 01:00:00,,USA
18659,Books,Non-Fiction,4,457.85,2022-09-09 08:00:00,1426.0,Canada
18195,Books,Non-Fiction,4,171.03,2022-07-21 09:00:00,1643.0,USA
15966,Home Decor,Curtains,4,476.37,2022-01-24 13:00:00,1567.0,Australia
18837,Books,Textbook,9,268.86,2022-11-05 20:00:00,1988.0,Canada
10117,Electronics,Laptop,7,317.61,2022-03-26 02:00:00,1442.0,USA
12551,Books,Non-Fiction,3,273.76,2022-04-07 10:00:00,1600.0,UK
15560,Clothing,Jacket,3,69.04,2022-07-03 20:00:00,1136.0,USA
14289,Home Decor,Chair,6,191.03,2022-06-11 19:00:00,1503.0,Canada
10846,Clothing,T-Shirt,6,54.08,2022-12-09 08:00:00,1130.0,USA
16316,Books,Comics,4,313.36,2022-10-08 19:00:00,1217.0,USA
16469,Electronics,Smartphone,9,226.2,2022-11-26 06:00:00,1687.0,USA
19333,Groceries,Bread,4,390.1,2022-02-19 13:00:00,1170.0,Canada
18915,Books,Textbook,9,114.13,2022-10-26 04:00:00,1474.0,USA
10224,Electronics,Laptop,4,86.46,2022-11-02 22:00:00,1611.0,France
14208,Home Decor,Lamp,2,206.13,2022-10-14 20:00:00,1991.0,Australia
16283,Clothing,Jeans,2,463.66,2022-05-12 13:00:00,1128.0,France
12048,Clothing,T-Shirt,5,356.66,2022-08-19 00:00:00,1056.0,Canada
16233,Clothing,Jeans,4,212.37,2022-03-14 13:00:00,1180.0,UK
19765,Home Decor,Sofa,7,261.05,2022-06-03 16:00:00,1245.0,France
11828,Electronics,Charger,5,46.69,2022-11-08 21:00:00,1143.0,Australia
11917,Home Decor,Sofa,6,492.37,2022-08-12 17:00:00,1050.0,Germany
14234,Clothing,Cap,4,334.87,2022-08-24 04:00:00,1367.0,Australia
16988,Books,Fiction,2,146.28,2022-06-17 15:00:00,1458.0,France
12026,Groceries,Eggs,9,294.98,2022-01-30 20:00:00,1217.0,Germany
13744,Home Decor,Lamp,7,59.19,2022-06-15 07:00:00,1615.0,Canada
19093,Home Decor,,4,483.09,2022-11-06 07:00:00,1894.0,Australia
10009,Electronics,Smartphone,3,91.52,2022-09-26 18:00:00,1566.0,UK
10260,Electronics,Headphones,3,325.78,2022-05-14 23:00:00,1256.0,Germany
16038,Home Decor,Lamp,9,126.5,2022-11-23 01:00:00,1857.0,Germany
19865,Clothing,Cap,5,360.19,2022-01-17 06:00:00,1155.0,Australia
12219,Groceries,Bread,3,389.53,2022-05-07 13:00:00,1564.0,France
17041,Electronics,Laptop,5,338.34,2022-01-10 16:00:00,1441.0,Germany
12060,Clothing,Jacket,2,309.18,2022-05-11 11:00:00,1840.0,Canada
15287,Books,Comics,4,446.77,2022-11-15 02:00:00,1955.0,Australia
11619,Electronics,Charger,2,43.92,2022-01-10 17:00:00,1698.0,Canada
18512,Clothing,,2,168.8,2022-02-27 23:00:00,1875.0,Australia
11342,Clothing,Shoes,8,127.9,2022-02-07 01:00:00,1661.0,Canada
12832,Groceries,Eggs,1,494.07,2022-11-26 06:00:00,1775.0,France
12824,Groceries,Butter,7,197.75,2022-02-01 01:00:00,1761.0,Australia
11994,Books,Non-Fiction,5,367.64,2022-01-18 19:00:00,1944.0,UK
13490,Clothing,Cap,8,343.94,2022-01-31 11:00:00,1809.0,France
19310,Clothing,Shoes,1,109.98,2022-02-03 07:00:00,1922.0,Canada
17984,Groceries,Milk,7,123.3,2022-09-29 03:00:00,1934.0,Australia
11604,Electronics,Charger,5,144.24,2022-10-20 17:00:00,1722.0,France
10235,Electronics,,4,208.51,2022-11-14 16:00:00,1024.0,Canada
11908,Home Decor,Chair,7,120.99,2022-12-13 22:00:00,1805.0,USA
18567,Groceries,Bread,2,14.73,2022-08-13 07:00:00,1852.0,USA
13530,Home Decor,Chair,1,440.3,2022-09-16 15:00:00,,Germany
15256,Groceries,Milk,1,482.98,2022-04-16 18:00:00,1535.0,UK
12635,Books,Non-Fiction,1,174.08,2022-06-04 22:00:00,1763.0,USA
18162,Clothing,Cap,5,172.56,2022-12-10 00:00:00,1059.0,Canada
19762,Books,Fiction,7,8.51,2022-05-21 07:00:00,1466.0,France
12560,Groceries,Milk,2,341.72,2022-07-28 16:00:00,1433.0,Australia
15415,Clothing,Cap,8,413.59,2022-08-06 21:00:00,1878.0,France
13391,Electronics,Smartphone,4,77.57,2022-11-04 20:00:00,1065.0,Germany
15951,Electronics,Headphones,3,84.03,2022-04-11 15:00:00,1909.0,France
15468,Home Decor,Chair,8,396.09,2022-10-26 19:00:00,1564.0,USA
18007,Groceries,Eggs,2,310.06,2022-05-03 21:00:00,1927.0,France
19064,Groceries,Milk,3,27.21,2022-06-27 13:00:00,1105.0,USA
19444,Electronics,Headphones,3,313.16,2022-08-03 09:00:00,1095.0,USA
16413,Books,Comics,1,157.91,2022-05-25 10:00:00,1987.0,UK
16941,Clothing,T-Shirt,6,187.52,2022-05-09 16:00:00,1687.0,Germany
19506,Books,Textbook,2,386.02,2022-02-16 11:00:00,1550.0,Canada
14820,Books,Non-Fiction,1,406.41,2022-07-10 18:00:00,1167.0,USA
12898,Electronics,Smartphone,2,203.18,2022-04-18 22:00:00,1041.0,Australia
17546,Electronics,Charger,6,473.84,2022-11-04 04:00:00,1878.0,Germany
10077,Electronics,Headphones,4,206.2,2022-05-29 21:00:00,1103.0,Canada
17577,Home Decor,Curtains,6,387.06,2022-05-05 02:00:00,1844.0,Australia
14227,Books,Fiction,9,244.52,2022-11-01 17:00:00,1203.0,France
10600,Groceries,Butter,8,449.28,2022-10-20 14:00:00,1519.0,Germany
11065,Clothing,Jeans,1,454.34,2022-07-27 07:00:00,1974.0,Australia
12136,Home Decor,,8,48.27,2022-07-25 05:00:00,1281.0,Germany
19510,Groceries,Bread,9,468.56,2022-12-02 07:00:00,1907.0,Germany
16943,Books,Comics,6,413.64,2022-12-04 02:00:00,1042.0,France
17804,Electronics,Laptop,5,396.7,2022-12-02 11:00:00,1946.0,France
16565,Books,Fiction,6,104.45,2022-08-09 12:00:00,1109.0,Germany
15984,Clothing,Jacket,6,403.53,2022-10-04 21:00:00,1986.0,Australia
15142,Home Decor,Lamp,9,425.82,2022-08-14 03:00:00,1209.0,UK
14670,Home Decor,Sofa,4,148.13,2022-05-23 22:00:00,1748.0,USA
12190,Clothing,T-Shirt,2,476.37,2022-03-25 03:00:00,1867.0,France
19184,Groceries,Milk,9,29.68,2022-09-09 06:00:00,1830.0,UK
12712,Groceries,Bread,2,79.21,2022-06-12 03:00:00,,France
12192,Home Decor,Table,9,271.1,2022-10-25 17:00:00,1114.0,Germany
11248,Home Decor,Table,2,290.02,2022-12-21 02:00:00,1154.0,UK
14033,Electronics,Keyboard,8,324.35,2022-03-29 14:00:00,1648.0,Australia
11997,Groceries,Butter,9,13.4,2022-05-07 06:00:00,1502.0,Australia
13687,Clothing,Cap,9,480.38,2022-12-22 04:00:00,1678.0,Canada
14018,Groceries,Rice,9,27.07,2022-12-04 19:00:00,1832.0,USA
11970,Electronics,Charger,2,75.82,2022-01-11 02:00:00,1710.0,USA
18389,Home Decor,Sofa,4,11.94,2022-03-20 12:00:00,1985.0,France
15765,Home Decor,Lamp,7,285.59,2022-11-30 23:00:00,1070.0,USA
11202,Electronics,Smartphone,2,466.47,2022-10-09 03:00:00,1518.0,Canada
18135,Clothing,T-Shirt,1,334.64,2022-12-20 22:00:00,1711.0,Australia
15567,Home Decor,Table,3,412.22,2022-06-30 10:00:00,1335.0,UK
17667,Books,Fiction,4,11.57,2022-11-24 15:00:00,1066.0,UK
15742,Home Decor,Curtains,8,273.3,2022-05-10 13:00:00,1492.0,Australia
15788,Books,Comics,6,232.48,2022-04-02 02:00:00,1649.0,Germany
15408,Electronics,Laptop,2,251.99,2022-03-06 14:00:00,1753.0,Australia
18669,Electronics,Laptop,9,40.75,2022-01-27 22:00:00,1966.0,UK
19446,Home Decor,Curtains,2,343.8,2022-09-14 00:00:00,1212.0,France
10922,Groceries,Milk,5,254.09,2022-07-14 00:00:00,1180.0,Canada
10419,Books,Non-Fiction,4,383.75,2022-01-23 09:00:00,1765.0,Australia
12204,Clothing,Jeans,7,245.22,2022-10-01 20:00:00,1612.0,Germany
11120,Home Decor,Curtains,8,78.94,2022-01-10 18:00:00,1862.0,France
10950,Clothing,Jeans,5,325.89,2022-09-30 11:00:00,1598.0,Australia
12336,Home Decor,Chair,5,90.33,2022-02-27 06:00:00,1696.0,France
15373,Groceries,Bread,2,436.84,2022-03-21 13:00:00,1602.0,Australia
12243,Groceries,Bread,8,308.49,2022-10-28 18:00:00,1247.0,France
12645,Groceries,Eggs,2,82.82,2022-01-04 08:00:00,1213.0,USA
14612,Groceries,Butter,6,481.36,2022-03-28 19:00:00,1358.0,France
11865,Electronics,Laptop,8,261.59,2022-03-12 10:00:00,1248.0,USA
16028,Electronics,Keyboard,6,41.08,2022-02-01 12:00:00,,UK
17326,Books,Textbook,4,315.28,2022-04-22 06:00:00,1922.0,USA
16371,Clothing,Jeans,4,130.33,2022-06-06 07:00:00,1949.0,France
16359,Home Decor,Chair,6,402.83,2022-12-27 19:00:00,1880.0,Canada
17863,Home Decor,Curtains,4,409.82,2022-08-08 05:00:00,1515.0,Canada
13228,Electronics,Headphones,8,489.58,2022-10-13 12:00:00,1087.0,UK
13719,Home Decor,Lamp,9,253.43,2022-03-04 06:00:00,1662.0,France
12371,Electronics,Smartphone,1,230.2,2022-08-28 04:00:00,1175.0,USA
12891,Books,Textbook,4,377.97,2022-12-02 15:00:00,1722.0,Canada
13756,Clothing,T-Shirt,4,70.57,2022-02-07 13:00:00,1425.0,Australia
14225,Books,Fiction,2,275.72,2022-01-29 00:00:00,1770.0,Germany
10094,Groceries,Eggs,6,275.39,2022-12-26 14:00:00,1602.0,France
12674,Groceries,Butter,3,49.29,2022-01-19 12:00:00,1770.0,Australia
16898,Groceries,Butter,7,211.9,2022-12-27 15:00:00,1923.0,Australia
10793,Books,Biography,5,427.38,2022-04-02 14:00:00,1702.0,France
12116,Home Decor,Sofa,4,428.8,2022-04-06 07:00:00,1080.0,Germany
15779,Clothing,Jeans,5,54.12,2022-06-17 00:00:00,1926.0,Canada
16166,Groceries,Butter,8,49.91,2022-01-21 16:00:00,1137.0,Germany
10814,Groceries,Rice,3,135.03,2022-03-02 23:00:00,1432.0,UK
10345,Groceries,Rice,7,438.01,2022-10-12 12:00:00,1469.0,USA
18554,Clothing,T-Shirt,6,68.81,2022-06-27 05:00:00,1349.0,USA
12443,Groceries,Eggs,1,361.4,2022-01-21 13:00:00,1125.0,Australia
17783,Clothing,T-Shirt,7,55.08,2022-07-31 01:00:00,1880.0,Canada
10984,Groceries,Milk,7,313.45,2022-08-15 06:00:00,1916.0,Germany
17790,Books,Comics,1,181.25,2022-03-01 10:00:00,1867.0,Australia
19831,Books,Textbook,9,395.51,2022-03-16 17:00:00,1308.0,France
10827,Clothing,Cap,6,120.68,2022-04-24 11:00:00,1854.0,Australia
13531,Books,Non-Fiction,2,321.4,2022-01-28 10:00:00,1229.0,France
17147,Clothing,Cap,5,121.66,2022-07-18 09:00:00,1459.0,France
14451,Books,,4,358.26,2022-11-14 22:00:00,1344.0,UK
13876,Books,Non-Fiction,7,437.47,2022-07-01 06:00:00,1309.0,UK
15959,Clothing,Shoes,8,67.77,2022-01-09 15:00:00,1952.0,France
10126,Home Decor,Lamp,1,433.96,2022-06-24 14:00:00,1019.0,Canada
13177,Books,Fiction,5,298.82,2022-03-20 11:00:00,1880.0,UK
18795,Groceries,Eggs,3,67.92,2022-05-01 06:00:00,1560.0,UK
16024,Home Decor,Table,1,216.63,2022-01-20 21:00:00,1646.0,USA
15109,Clothing,Cap,3,84.63,2022-12-16 05:00:00,,Australia
14146,Home Decor,Table,-1,351.67,2022-10-13 14:00:00,1559.0,USA
17196,Electronics,Smartphone,7,380.64,2022-02-01 11:00:00,1476.0,Canada
13368,Electronics,Laptop,8,57.37,2022-07-25 11:00:00,1268.0,UK
13797,Books,Comics,4,255.54,2022-08-27 12:00:00,1002.0,UK
11792,Books,Non-Fiction,3,408.24,2022-06-22 22:00:00,1769.0,Germany
15732,Groceries,Milk,5,468.4,2022-06-19 04:00:00,1015.0,Canada
13476,Home Decor,Lamp,9,259.19,2022-07-18 13:00:00,1605.0,Australia
13417,Electronics,Charger,6,475.39,2022-05-31 12:00:00,1357.0,Australia
11645,Books,Comics,9,270.17,2022-10-01 01:00:00,1645.0,Australia
19397,Home Decor,Chair,6,200.12,2022-11-04 10:00:00,1812.0,Canada
13030,Books,Biography,2,424.86,2022-03-12 09:00:00,1838.0,Germany
12872,Books,Biography,5,249.03,2022-02-24 20:00:00,1132.0,Germany
13072,Electronics,Keyboard,9,238.59,2022-10-25 02:00:00,1311.0,USA
11854,Electronics,Charger,8,247.7,2022-05-13 18:00:00,1966.0,Canada
14021,Books,Biography,7,424.16,2022-08-30 05:00:00,1481.0,Canada
14662,Clothing,Cap,1,416.81,2022-02-17 17:00:00,1894.0,Germany
16514,Books,Fiction,4,204.74,2022-07-03 02:00:00,1543.0,France
15031,Books,Biography,7,169.98,2022-11-27 22:00:00,1304.0,France
12708,Groceries,Eggs,7,248.5,2022-11-11 12:00:00,1268.0,USA
17112,Groceries,Eggs,6,288.52,2022-01-24 08:00:00,1413.0,France
19524,Groceries,Eggs,8,122.98,2022-03-21 16:00:00,1024.0,France
18393,Clothing,,6,398.01,2022-03-19 16:00:00,1980.0,France
13507,Clothing,Shoes,3,245.81,2022-01-13 08:00:00,1315.0,UK
16456,Books,Fiction,4,170.35,2022-04-11 09:00:00,1570.0,USA
14212,Groceries,Eggs,3,57.88,2022-11-14 22:00:00,1724.0,Germany
17970,Clothing,Jeans,1,123.23,2022-03-02 21:00:00,1667.0,France
18766,Electronics,Smartphone,5,474.89,2022-06-28 20:00:00,1825.0,Australia
10536,Books,Non-Fiction,-1,156.02,2022-04-05 12:00:00,1275.0,UK
11625,Home Decor,,1,88.59,2022-02-11 10:00:00,1929.0,France
17973,Books,Non-Fiction,2,233.03,2022-10-01 02:00:00,1388.0,UK
18577,Home Decor,Table,4,157.01,2022-01-01 07:00:00,1721.0,USA
18070,Groceries,Bread,6,22.4,2022-04-15 19:00:00,1443.0,Australia
18666,Home Decor,Sofa,8,164.96,2022-03-01 01:00:00,1998.0,Australia
18609,Groceries,Eggs,3,274.33,2022-04-07 12:00:00,1426.0,Australia
16490,Electronics,Charger,1,278.1,2022-11-03 14:00:00,1056.0,France
13600,Home Decor,Chair,3,181.5,2022-06-13 20:00:00,1696.0,UK
16783,Books,Textbook,3,226.41,2022-09-16 12:00:00,1970.0,Australia
