OrderID,OrderDate,ShipDate,Region,State,Category,SubCategory,Segment,ShipMode,Quantity,Sales,Discount,Profit
10472,2022-04-05,2022-04-08,Central,Texas,Technology,Copiers,Consumer,Same Day,8,223.95,0.3,-68.87
10473,2022-04-09,2022-04-11,East,New York,Technology,Phones,Home Office,Standard Class,7,2822.87,0.0,-115.02
10474,2022-07-07,2022-07-11,West,Oregon,Furniture,Tables,Home Office,Second Class,6,2799.36,0.0,723.19
10475,2023-04-26,2023-04-27,Central,Texas,Furniture,Tables,Corporate,First Class,1,312.36,0.5,-149.12
10476,2022-04-26,2022-05-02,West,Oregon,Office Supplies,Binders,Consumer,Same Day,7,2041.49,0.5,-637.54
10477,2022-07-10,2022-07-11,West,California,Office Supplies,Paper,Home Office,First Class,3,692.38,0.5,-313.45
10478,2022-09-10,2022-09-14,West,Washington,Office Supplies,Paper,Corporate,Standard Class,3,634.2,0.5,-185.81
10479,2023-04-14,2023-04-20,South,Louisiana,Office Supplies,Pens,Corporate,First Class,1,413.66,0.3,-16.3
10480,2023-02-20,2023-02-22,East,New York,Technology,Accessories,Corporate,Standard Class,8,3462.49,0.5,-814.4
10481,2023-04-16,2023-04-19,South,Georgia,Office Supplies,Binders,Corporate,Second Class,1,305.86,0.1,-37.21
10482,2022-06-10,2022-06-11,Central,Texas,Office Supplies,Paper,Corporate,First Class,4,792.32,0.3,-210.34
10483,2022-09-13,2022-09-18,West,Washington,Office Supplies,Paper,Corporate,Second Class,3,906.59,0.3,0.15
10484,2022-11-19,2022-11-24,Central,Illinois,Office Supplies,Paper,Corporate,Same Day,3,551.51,0.1,46.48
10485,2022-05-08,2022-05-12,East,Florida,Technology,Copiers,Consumer,Standard Class,9,2940.84,0.2,-156.36
10486,2022-01-18,2022-01-20,West,Oregon,Furniture,Chairs,Consumer,Same Day,2,156.09,0.0,24.39
10487,2022-10-08,2022-10-09,Central,Texas,Technology,Accessories,Corporate,Same Day,3,1094.24,0.2,22.42
10488,2023-05-05,2023-05-07,East,New York,Technology,Phones,Consumer,Same Day,6,2497.31,0.1,-609.71
10489,2022-08-11,2022-08-12,East,Massachusetts,Technology,Accessories,Corporate,Second Class,3,689.81,0.5,-310.63
10490,2022-02-23,2022-02-27,Central,Texas,Office Supplies,Binders,Home Office,Standard Class,5,351.36,0.0,-14.75
10491,2022-02-27,2022-03-03,East,New York,Technology,Copiers,Home Office,Second Class,9,3305.66,0.0,-384.47
10492,2022-11-19,2022-11-24,South,Georgia,Office Supplies,Binders,Consumer,Second Class,5,1746.61,0.1,-83.93
10493,2022-12-26,2022-12-28,West,Oregon,Furniture,Bookcases,Home Office,Second Class,7,1930.89,0.1,87.17
10494,2022-06-23,2022-06-29,South,Louisiana,Office Supplies,Binders,Consumer,Same Day,2,396.55,0.2,31.24
10495,2022-10-07,2022-10-12,West,California,Furniture,Chairs,Consumer,Same Day,9,1990.64,0.2,-117.25
10496,2022-04-24,2022-04-26,West,Oregon,Technology,Copiers,Corporate,First Class,9,210.92,0.3,-22.31
10497,2022-10-15,2022-10-20,East,Massachusetts,Office Supplies,Binders,Home Office,Same Day,7,1825.07,0.3,-428.41
10498,2023-03-07,2023-03-13,East,Florida,Technology,Copiers,Consumer,Second Class,4,127.77,0.0,2.93
10499,2022-12-08,2022-12-11,South,Alabama,Technology,Accessories,Consumer,Standard Class,4,705.95,0.1,51.47
10500,2022-05-31,2022-06-03,West,California,Technology,Phones,Corporate,First Class,3,530.69,0.2,-77.05
